;;;(oC);(%);(m/s);(oC);;(%);;(m/s);;(oC);;(%);;(mm);(MJ/m2.d);;;;
ANO;MES;DIA;TMED;URMED;VentoMED;TMAX;TMAX_hora;URMAX;URMAX_hora;VentoMAX;VentoMAX_hora;TMIN;TMIN_hora;URMIN;URMIN_hora;Chuva;Rad.Glob.;Estiagem;Semestre;ElNino;Estacao
1921;12;29;19,5;;;21;;;;;;18;;;;3;;0;2;;Verão
1921;12;30;24,1;;;30,2;;;;;;18;;;;0;;4;2;;Verão
1921;12;31;26,8;;;33,2;;;;;;20,4;;;;0;;4;2;;Verão
1922;1;1;27,6;;;34,4;;;;;;20,8;;;;0;;4;1;;Verão
1922;1;2;27,2;;;34;;;;;;20,4;;;;0;;4;1;;Verão
1922;1;3;28;;;35;;;;;;21;;;;24;;0;1;;Verão
1922;1;4;25,3;;;30,8;;;;;;19,8;;;;10,4;;0;1;;Verão
1922;1;5;24,7;;;30;;;;;;19,4;;;;6;;0;1;;Verão
1922;1;6;25,5;;;31;;;;;;20;;;;0;;1;1;;Verão
1922;1;7;26,8;;;32,8;;;;;;20,8;;;;38;;0;1;;Verão
1922;1;8;22,5;;;25,2;;;;;;19,8;;;;9;;0;1;;Verão
1922;1;9;22,2;;;24,4;;;;;;20;;;;21;;0;1;;Verão
1922;1;10;21,1;;;23,2;;;;;;19;;;;30;;0;1;;Verão
1922;1;11;19,7;;;20,2;;;;;;19,2;;;;51;;0;1;;Verão
1922;1;12;20;;;21,2;;;;;;18,8;;;;24;;0;1;;Verão
1922;1;13;21,7;;;24,2;;;;;;19,2;;;;4,7;;0;1;;Verão
1922;1;14;22,5;;;25;;;;;;20;;;;22;;0;1;;Verão
1922;1;15;24,9;;;30;;;;;;19,8;;;;0;;1;1;;Verão
1922;1;16;24,9;;;30,8;;;;;;19;;;;26;;0;1;;Verão
1922;1;17;24;;;28;;;;;;20;;;;20;;0;1;;Verão
1922;1;18;24;;;28;;;;;;20;;;;1,2;;0;1;;Verão
1922;1;19;22,6;;;26;;;;;;19,2;;;;0;;1;1;;Verão
1922;1;20;24,3;;;30;;;;;;18,6;;;;0,5;;0;1;;Verão
1922;1;21;25,1;;;30,2;;;;;;20;;;;5;;0;1;;Verão
1922;1;22;25,2;;;30,6;;;;;;19,8;;;;3,2;;0;1;;Verão
1922;1;23;24,8;;;28,5;;;;;;21;;;;7;;0;1;;Verão
1922;1;24;25;;;30;;;;;;20;;;;12,5;;0;1;;Verão
1922;1;25;24,3;;;28,6;;;;;;20;;;;29;;0;1;;Verão
1922;1;26;23,4;;;28;;;;;;18,8;;;;22,5;;0;1;;Verão
1922;1;27;23,5;;;28;;;;;;19;;;;6,4;;0;1;;Verão
1922;1;28;23,9;;;28,2;;;;;;19,6;;;;5;;0;1;;Verão
1922;1;29;25,6;;;30,4;;;;;;20,8;;;;1,6;;0;1;;Verão
1922;1;30;25,8;;;30,2;;;;;;21,4;;;;0;;1;1;;Verão
1922;1;31;25,3;;;29,8;;;;;;20,8;;;;7,2;;0;1;;Verão
1922;2;1;24,8;;;29,6;;;;;;20;;;;8,2;;0;1;;Verão
1922;2;2;25,7;;;31,6;;;;;;19,8;;;;0,5;;0;1;;Verão
1922;2;3;25,5;;;31;;;;;;20;;;;35,5;;0;1;;Verão
1922;2;4;24,9;;;29,2;;;;;;20,6;;;;2,4;;0;1;;Verão
1922;2;5;24,5;;;28;;;;;;21;;;;13;;0;1;;Verão
1922;2;6;23,3;;;28,6;;;;;;18;;;;0;;4;1;;Verão
1922;2;7;21,1;;;27,2;;;;;;15;;;;0;;4;1;;Verão
1922;2;8;22,2;;;30;;;;;;14,4;;;;0;;4;1;;Verão
1922;2;9;23,4;;;30,8;;;;;;16;;;;0;;4;1;;Verão
1922;2;10;24,4;;;29;;;;;;19,8;;;;14,2;;0;1;;Verão
1922;2;11;22,9;;;25,6;;;;;;20,2;;;;37;;0;1;;Verão
1922;2;12;25,7;;;30;;;;;;21,4;;;;0;;6;1;;Verão
1922;2;13;24,7;;;29;;;;;;20,4;;;;0;;6;1;;Verão
1922;2;14;24;;;30;;;;;;18;;;;0;;6;1;;Verão
1922;2;15;22,6;;;27;;;;;;18,2;;;;0;;6;1;;Verão
1922;2;16;23,5;;;28;;;;;;19;;;;0;;6;1;;Verão
1922;2;17;22,7;;;27,6;;;;;;17,8;;;;0;;6;1;;Verão
1922;2;18;22,9;;;28,5;;;;;;17,2;;;;11,5;;0;1;;Verão
1922;2;19;24,4;;;28,6;;;;;;20,2;;;;18;;0;1;;Verão
1922;2;20;22,6;;;25;;;;;;20,2;;;;18;;0;1;;Verão
1922;2;21;23,6;;;27,4;;;;;;19,8;;;;0,5;;0;1;;Verão
1922;2;22;24,6;;;29,2;;;;;;20;;;;0;;1;1;;Verão
1922;2;23;24,5;;;30;;;;;;19;;;;2;;0;1;;Verão
1922;2;24;23,5;;;27;;;;;;20;;;;1,7;;0;1;;Verão
1922;2;25;24,2;;;28;;;;;;20,4;;;;0,4;;0;1;;Verão
1922;2;26;25,4;;;30;;;;;;20,8;;;;0,3;;0;1;;Verão
1922;2;27;25,1;;;30,2;;;;;;20;;;;0,4;;0;1;;Verão
1922;2;28;23,5;;;27,4;;;;;;19,6;;;;13;;0;1;;Verão
1922;3;1;23,1;;;26,8;;;;;;19,4;;;;0;;1;1;;Verão
1922;3;2;22,5;;;25;;;;;;20;;;;0,7;;0;1;;Verão
1922;3;3;23,1;;;26,5;;;;;;19,8;;;;0,2;;0;1;;Verão
1922;3;4;23,6;;;28,2;;;;;;19;;;;0,5;;0;1;;Verão
1922;3;5;25;;;30;;;;;;20;;;;0,2;;0;1;;Verão
1922;3;6;24;;;28;;;;;;20;;;;5,5;;0;1;;Verão
1922;3;7;22,5;;;26;;;;;;19;;;;0;;4;1;;Verão
1922;3;8;24;;;29,8;;;;;;18,2;;;;0;;4;1;;Verão
1922;3;9;23,3;;;27;;;;;;19,6;;;;0;;4;1;;Verão
1922;3;10;24;;;29;;;;;;19;;;;0;;4;1;;Verão
1922;3;11;24,8;;;29,8;;;;;;19,8;;;;3,4;;0;1;;Verão
1922;3;12;25,5;;;31,2;;;;;;19,8;;;;0;;1;1;;Verão
1922;3;13;23,1;;;28,2;;;;;;18;;;;34,2;;0;1;;Verão
1922;3;14;23,1;;;27,6;;;;;;18,6;;;;14;;0;1;;Verão
1922;3;15;24,3;;;30,8;;;;;;17,8;;;;3,2;;0;1;;Verão
1922;3;16;24,1;;;30;;;;;;18,2;;;;0;;5;1;;Verão
1922;3;17;25;;;32;;;;;;18;;;;0;;5;1;;Verão
1922;3;18;26,3;;;33;;;;;;19,6;;;;0;;5;1;;Verão
1922;3;19;26,2;;;32,2;;;;;;20,2;;;;0;;5;1;;Verão
1922;3;20;25,7;;;30;;;;;;21,4;;;;0;;5;1;;Verão
1922;3;21;24,1;;;28,8;;;;;;19,5;;;;11,5;;0;1;;Outono
1922;3;22;23,4;;;27,6;;;;;;19,2;;;;2,4;;0;1;;Outono
1922;3;23;24,3;;;28,8;;;;;;19,8;;;;0;;2;1;;Outono
1922;3;24;25,8;;;30,5;;;;;;21;;;;0;;2;1;;Outono
1922;3;25;23,9;;;27;;;;;;20,8;;;;4,2;;0;1;;Outono
1922;3;26;25,7;;;30,4;;;;;;21;;;;10,5;;0;1;;Outono
1922;3;27;25;;;29;;;;;;21;;;;0;;1;1;;Outono
1922;3;28;23,7;;;27,4;;;;;;20;;;;25;;0;1;;Outono
1922;3;29;20,7;;;26,4;;;;;;15;;;;0;;2;1;;Outono
1922;3;30;20,7;;;26,4;;;;;;15;;;;0;;2;1;;Outono
1922;3;31;22,5;;;27;;;;;;18;;;;1,7;;0;1;;Outono
1922;4;1;23,2;;;27;;;;;;19,4;;;;10,5;;0;1;;Outono
1922;4;2;24,1;;;26,8;;;;;;21,4;;;;0;;2;1;;Outono
1922;4;3;23,4;;;26,8;;;;;;20;;;;0;;2;1;;Outono
1922;4;4;23,8;;;28,5;;;;;;19;;;;16;;0;1;;Outono
1922;4;5;24,2;;;29,4;;;;;;19;;;;0;;1;1;;Outono
1922;4;6;23,6;;;30;;;;;;17,2;;;;3;;0;1;;Outono
1922;4;7;23,2;;;27,4;;;;;;19;;;;0;;30;1;;Outono
1922;4;8;22,6;;;28,2;;;;;;17;;;;0;;30;1;;Outono
1922;4;9;22,9;;;27;;;;;;18,8;;;;0;;30;1;;Outono
1922;4;10;19,5;;;24;;;;;;15;;;;0;;30;1;;Outono
1922;4;11;19,5;;;26,4;;;;;;12,6;;;;0;;30;1;;Outono
1922;4;12;20;;;28;;;;;;12;;;;0;;30;1;;Outono
1922;4;13;21,8;;;29,5;;;;;;14;;;;0;;30;1;;Outono
1922;4;14;22,2;;;28,6;;;;;;15,8;;;;0;;30;1;;Outono
1922;4;15;22,3;;;28,5;;;;;;16;;;;0;;30;1;;Outono
1922;4;16;21,9;;;27;;;;;;16,8;;;;0;;30;1;;Outono
1922;4;17;21,5;;;27;;;;;;16;;;;0;;30;1;;Outono
1922;4;18;21;;;27,4;;;;;;14,6;;;;0;;30;1;;Outono
1922;4;19;22,4;;;29,8;;;;;;15;;;;0;;30;1;;Outono
1922;4;20;22,6;;;30;;;;;;15,2;;;;0;;30;1;;Outono
1922;4;21;22,5;;;30;;;;;;15;;;;0;;30;1;;Outono
1922;4;22;22,3;;;29;;;;;;15,6;;;;0;;30;1;;Outono
1922;4;23;21,4;;;29;;;;;;13,8;;;;0;;30;1;;Outono
1922;4;24;21,8;;;27;;;;;;16,6;;;;0;;30;1;;Outono
1922;4;25;23,9;;;30,4;;;;;;17,4;;;;0;;30;1;;Outono
1922;4;26;24,3;;;30;;;;;;18,6;;;;0;;30;1;;Outono
1922;4;27;24,3;;;30,5;;;;;;18;;;;0;;30;1;;Outono
1922;4;28;22,3;;;26,2;;;;;;18,4;;;;0;;30;1;;Outono
1922;4;29;22;;;26,6;;;;;;17,4;;;;0;;30;1;;Outono
1922;4;30;23,6;;;31;;;;;;16,2;;;;0;;30;1;;Outono
1922;5;1;22,7;;;29;;;;;;16,4;;;;0;;30;1;;Outono
1922;5;2;20,6;;;26,2;;;;;;15;;;;0;;30;1;;Outono
1922;5;3;20,5;;;28;;;;;;13;;;;0;;30;1;;Outono
1922;5;4;21,4;;;30,2;;;;;;12,6;;;;0;;30;1;;Outono
1922;5;5;22,5;;;30;;;;;;15;;;;0;;30;1;;Outono
1922;5;6;23,4;;;31;;;;;;15,8;;;;0;;30;1;;Outono
1922;5;7;24;;;31;;;;;;17;;;;17,4;;0;1;;Outono
1922;5;8;16,4;;;20,4;;;;;;12,4;;;;0;;24;1;;Outono
1922;5;9;16,3;;;21,6;;;;;;11;;;;0;;24;1;;Outono
1922;5;10;16,9;;;22,2;;;;;;11,6;;;;0;;24;1;;Outono
1922;5;11;16,1;;;23,2;;;;;;9;;;;0;;24;1;;Outono
1922;5;12;17,2;;;25,4;;;;;;9;;;;0;;24;1;;Outono
1922;5;13;19;;;25;;;;;;13;;;;0;;24;1;;Outono
1922;5;14;18,3;;;26,5;;;;;;10;;;;0;;24;1;;Outono
1922;5;15;19,1;;;25,2;;;;;;13;;;;0;;24;1;;Outono
1922;5;16;18,5;;;26;;;;;;11;;;;0;;24;1;;Outono
1922;5;17;20,8;;;28,2;;;;;;13,4;;;;0;;24;1;;Outono
1922;5;18;21;;;29;;;;;;13;;;;0;;24;1;;Outono
1922;5;19;22;;;30;;;;;;14;;;;0;;24;1;;Outono
1922;5;20;22,2;;;30,4;;;;;;14;;;;0;;24;1;;Outono
1922;5;21;22,8;;;30,6;;;;;;15;;;;0;;24;1;;Outono
1922;5;22;22,5;;;29;;;;;;16;;;;0;;24;1;;Outono
1922;5;23;22,5;;;30,2;;;;;;14,8;;;;0;;24;1;;Outono
1922;5;24;22;;;30;;;;;;14;;;;0;;24;1;;Outono
1922;5;25;23,3;;;28,6;;;;;;18;;;;0;;24;1;;Outono
1922;5;26;17,8;;;20,2;;;;;;15,4;;;;0;;24;1;;Outono
1922;5;27;21,2;;;28,4;;;;;;14;;;;0;;24;1;;Outono
1922;5;28;18,4;;;25,4;;;;;;11,4;;;;0;;24;1;;Outono
1922;5;29;15,5;;;25;;;;;;6;;;;0;;24;1;;Outono
1922;5;30;18;;;28;;;;;;8;;;;0;;24;1;;Outono
1922;5;31;19;;;27,6;;;;;;10,4;;;;0;;24;1;;Outono
1922;6;1;20,7;;;28,4;;;;;;13;;;;1,6;;0;1;;Outono
1922;6;2;15;;;17;;;;;;13;;;;11;;0;1;;Outono
1922;6;3;18,6;;;24,2;;;;;;13;;;;0;;1;1;;Outono
1922;6;4;16,7;;;23,4;;;;;;10;;;;4,2;;0;1;;Outono
1922;6;5;18,8;;;21,4;;;;;;16,2;;;;18,5;;0;1;;Outono
1922;6;6;18,7;;;21;;;;;;16,4;;;;32;;0;1;;Outono
1922;6;7;19;;;21;;;;;;17;;;;4;;0;1;;Outono
1922;6;8;17;;;22;;;;;;12;;;;0,5;;0;1;;Outono
1922;6;9;13,8;;;20,6;;;;;;7;;;;0;;21;1;;Outono
1922;6;10;15;;;23,8;;;;;;6,2;;;;0;;21;1;;Outono
1922;6;11;15,8;;;24,2;;;;;;7,4;;;;0;;21;1;;Outono
1922;6;12;17,5;;;27;;;;;;8;;;;0;;21;1;;Outono
1922;6;13;13,6;;;27,6;;;;;;-0,4;;;;0;;21;1;;Outono
1922;6;14;19,1;;;27,2;;;;;;11;;;;0;;21;1;;Outono
1922;6;15;18;;;26;;;;;;10;;;;0;;21;1;;Outono
1922;6;16;19,3;;;23,6;;;;;;15;;;;0;;21;1;;Outono
1922;6;17;17,3;;;22,6;;;;;;12;;;;0;;21;1;;Outono
1922;6;18;19;;;25,8;;;;;;12,2;;;;0;;21;1;;Outono
1922;6;19;18,5;;;26;;;;;;11;;;;0;;21;1;;Outono
1922;6;20;19;;;27,4;;;;;;10,6;;;;0;;21;1;;Outono
1922;6;21;19,8;;;27;;;;;;12,6;;;;0;;21;1;;Inverno
1922;6;22;20,6;;;27,8;;;;;;13,4;;;;0;;21;1;;Inverno
1922;6;23;20,3;;;27;;;;;;13,5;;;;0;;21;1;;Inverno
1922;6;24;14,2;;;17,4;;;;;;11;;;;0;;21;1;;Inverno
1922;6;25;17,3;;;24,4;;;;;;10,2;;;;0;;21;1;;Inverno
1922;6;26;19,5;;;26;;;;;;13;;;;0;;21;1;;Inverno
1922;6;27;20,4;;;26,8;;;;;;14;;;;0;;21;1;;Inverno
1922;6;28;20,3;;;27;;;;;;13,6;;;;0;;21;1;;Inverno
1922;6;29;16,2;;;20;;;;;;12,4;;;;0;;21;1;;Inverno
1922;6;30;22,3;;;30;;;;;;14,6;;;;0,8;;0;1;;Inverno
1922;7;1;14,5;;;20;;;;;;9;;;;18;;0;2;;Inverno
1922;7;2;11;;;13;;;;;;9;;;;4;;0;2;;Inverno
1922;7;3;8;;;12;;;;;;4;;;;0;;33;2;;Inverno
1922;7;4;10,5;;;19;;;;;;2;;;;0;;33;2;;Inverno
1922;7;5;12;;;22;;;;;;2;;;;0;;33;2;;Inverno
1922;7;6;16,2;;;26,4;;;;;;6;;;;0;;33;2;;Inverno
1922;7;7;18,1;;;24,2;;;;;;12;;;;0;;33;2;;Inverno
1922;7;8;21,3;;;28,6;;;;;;14;;;;0;;33;2;;Inverno
1922;7;9;19,9;;;27,2;;;;;;12,6;;;;0;;33;2;;Inverno
1922;7;10;18,8;;;26,6;;;;;;11;;;;0;;33;2;;Inverno
1922;7;11;18,4;;;26;;;;;;10,8;;;;0;;33;2;;Inverno
1922;7;12;18,8;;;26,8;;;;;;10,8;;;;0;;33;2;;Inverno
1922;7;13;20;;;26,4;;;;;;13,6;;;;0;;33;2;;Inverno
1922;7;14;18,3;;;26,2;;;;;;10,4;;;;0;;33;2;;Inverno
1922;7;15;19,4;;;28;;;;;;10,8;;;;0;;33;2;;Inverno
1922;7;16;19,1;;;27;;;;;;11,2;;;;0;;33;2;;Inverno
1922;7;17;17;;;23;;;;;;11;;;;0;;33;2;;Inverno
1922;7;18;17,1;;;24;;;;;;10,2;;;;0;;33;2;;Inverno
1922;7;19;17,2;;;25;;;;;;9,4;;;;0;;33;2;;Inverno
1922;7;20;16,3;;;21;;;;;;11,6;;;;0;;33;2;;Inverno
1922;7;21;19;;;25;;;;;;13;;;;0;;33;2;;Inverno
1922;7;22;16,7;;;24;;;;;;9,4;;;;0;;33;2;;Inverno
1922;7;23;15,5;;;24;;;;;;7;;;;0;;33;2;;Inverno
1922;7;24;16;;;25;;;;;;7;;;;0;;33;2;;Inverno
1922;7;25;15,8;;;25;;;;;;6,6;;;;0;;33;2;;Inverno
1922;7;26;17,4;;;25;;;;;;9,8;;;;0;;33;2;;Inverno
1922;7;27;18,2;;;24,4;;;;;;12;;;;0;;33;2;;Inverno
1922;7;28;20;;;27;;;;;;13;;;;0;;33;2;;Inverno
1922;7;29;20;;;28;;;;;;12;;;;0;;33;2;;Inverno
1922;7;30;20,5;;;29;;;;;;12;;;;0;;33;2;;Inverno
1922;7;31;21;;;29,6;;;;;;12,4;;;;0;;33;2;;Inverno
1922;8;1;21,3;;;30;;;;;;12,6;;;;0;;33;2;;Inverno
1922;8;2;21;;;30;;;;;;12;;;;0;;33;2;;Inverno
1922;8;3;21,3;;;30,6;;;;;;12;;;;0;;33;2;;Inverno
1922;8;4;16,1;;;20;;;;;;12,2;;;;0;;33;2;;Inverno
1922;8;5;17,8;;;24;;;;;;11,6;;;;25;;0;2;;Inverno
1922;8;6;18,9;;;22,8;;;;;;15;;;;23;;0;2;;Inverno
1922;8;7;17,2;;;20,4;;;;;;14;;;;10;;0;2;;Inverno
1922;8;8;19,8;;;26;;;;;;13,6;;;;0;;1;2;;Inverno
1922;8;9;19,7;;;24,2;;;;;;15,2;;;;13;;0;2;;Inverno
1922;8;10;17,5;;;22;;;;;;13;;;;0;;2;2;;Inverno
1922;8;11;15,8;;;24;;;;;;7,6;;;;0;;2;2;;Inverno
1922;8;12;17,2;;;26;;;;;;8,4;;;;5,2;;0;2;;Inverno
1922;8;13;16,2;;;23;;;;;;9,4;;;;0;;36;2;;Inverno
1922;8;14;20,2;;;26;;;;;;14,4;;;;0;;36;2;;Inverno
1922;8;15;21,8;;;28,6;;;;;;15;;;;0;;36;2;;Inverno
1922;8;16;21,2;;;29,4;;;;;;13;;;;0;;36;2;;Inverno
1922;8;17;20,6;;;28,2;;;;;;13;;;;0;;36;2;;Inverno
1922;8;18;21,2;;;29;;;;;;13,4;;;;0;;36;2;;Inverno
1922;8;19;20;;;28,4;;;;;;11,6;;;;0;;36;2;;Inverno
1922;8;20;19;;;26;;;;;;12;;;;0;;36;2;;Inverno
1922;8;21;17,9;;;26;;;;;;9,8;;;;0;;36;2;;Inverno
1922;8;22;18,9;;;26;;;;;;11,8;;;;0;;36;2;;Inverno
1922;8;23;17,6;;;27;;;;;;8,2;;;;0;;36;2;;Inverno
1922;8;24;18;;;28,4;;;;;;7,6;;;;0;;36;2;;Inverno
1922;8;25;18,7;;;29,2;;;;;;8,2;;;;0;;36;2;;Inverno
1922;8;26;19,9;;;30;;;;;;9,8;;;;0;;36;2;;Inverno
1922;8;27;20,4;;;30;;;;;;10,8;;;;0;;36;2;;Inverno
1922;8;28;21,6;;;31,8;;;;;;11,4;;;;0;;36;2;;Inverno
1922;8;29;23,2;;;31,4;;;;;;15;;;;0;;36;2;;Inverno
1922;8;30;20,1;;;24,4;;;;;;15,8;;;;0;;36;2;;Inverno
1922;8;31;19,4;;;24,8;;;;;;14;;;;0;;36;2;;Inverno
1922;9;1;19,5;;;26;;;;;;13;;;;0;;36;2;;Inverno
1922;9;2;19,6;;;28;;;;;;11,2;;;;0;;36;2;;Inverno
1922;9;3;18,1;;;28;;;;;;8,2;;;;0;;36;2;;Inverno
1922;9;4;18;;;26;;;;;;10;;;;0;;36;2;;Inverno
1922;9;5;19,5;;;30;;;;;;9;;;;0;;36;2;;Inverno
1922;9;6;21,3;;;31,5;;;;;;11;;;;0;;36;2;;Inverno
1922;9;7;20,3;;;29,6;;;;;;11;;;;0;;36;2;;Inverno
1922;9;8;20,7;;;26,4;;;;;;15;;;;0;;36;2;;Inverno
1922;9;9;20,3;;;24,8;;;;;;15,8;;;;0;;36;2;;Inverno
1922;9;10;22,1;;;29,2;;;;;;15;;;;0;;36;2;;Inverno
1922;9;11;23,4;;;31,8;;;;;;15;;;;0;;36;2;;Inverno
1922;9;12;23,8;;;31,8;;;;;;15,8;;;;0;;36;2;;Inverno
1922;9;13;23,5;;;32;;;;;;15;;;;0;;36;2;;Inverno
1922;9;14;24,3;;;33,4;;;;;;15,2;;;;0;;36;2;;Inverno
1922;9;15;20,7;;;27,4;;;;;;14;;;;0;;36;2;;Inverno
1922;9;16;19;;;26;;;;;;12;;;;0;;36;2;;Inverno
1922;9;17;19,9;;;30;;;;;;9,8;;;;0;;36;2;;Inverno
1922;9;18;21,4;;;30;;;;;;12,8;;;;6,5;;0;2;;Inverno
1922;9;19;20,2;;;22,4;;;;;;18;;;;1,2;;0;2;;Inverno
1922;9;20;22,3;;;27;;;;;;17,6;;;;0;;13;2;;Inverno
1922;9;21;22,6;;;27,2;;;;;;18;;;;0;;13;2;;Inverno
1922;9;22;20,1;;;23,4;;;;;;16,8;;;;0;;13;2;;Inverno
1922;9;23;20;;;26;;;;;;14;;;;0;;13;2;;Primavera
1922;9;24;21,1;;;28,2;;;;;;14;;;;0;;13;2;;Primavera
1922;9;25;21;;;29,2;;;;;;12,8;;;;0;;13;2;;Primavera
1922;9;26;20,2;;;27,8;;;;;;12,6;;;;0;;13;2;;Primavera
1922;9;27;19,1;;;28,2;;;;;;10;;;;0;;13;2;;Primavera
1922;9;28;19,5;;;29;;;;;;10;;;;0;;13;2;;Primavera
1922;9;29;21;;;31;;;;;;11;;;;0;;13;2;;Primavera
1922;9;30;21,7;;;31;;;;;;12,4;;;;0;;13;2;;Primavera
1922;10;1;18,6;;;23,2;;;;;;14;;;;0;;13;2;;Primavera
1922;10;2;20,1;;;23,4;;;;;;16,8;;;;0;;13;2;;Primavera
1922;10;3;19,1;;;21,2;;;;;;17;;;;22;;0;2;;Primavera
1922;10;4;21;;;25;;;;;;17;;;;0;;1;2;;Primavera
1922;10;5;22,7;;;29;;;;;;16,4;;;;20;;0;2;;Primavera
1922;10;6;21,1;;;27,2;;;;;;15;;;;0;;2;2;;Primavera
1922;10;7;22,7;;;30,4;;;;;;15;;;;0;;2;2;;Primavera
1922;10;8;22;;;27;;;;;;17;;;;8,2;;0;2;;Primavera
1922;10;9;19,6;;;25,2;;;;;;14;;;;0;;12;2;;Primavera
1922;10;10;17,2;;;23,4;;;;;;11;;;;0;;12;2;;Primavera
1922;10;11;19,1;;;26,2;;;;;;12;;;;0;;12;2;;Primavera
1922;10;12;21;;;28;;;;;;14;;;;0;;12;2;;Primavera
1922;10;13;18,5;;;27;;;;;;10;;;;0;;12;2;;Primavera
1922;10;14;18,7;;;27;;;;;;10,4;;;;0;;12;2;;Primavera
1922;10;15;19,3;;;27;;;;;;11,6;;;;0;;12;2;;Primavera
1922;10;16;19,1;;;27,2;;;;;;11;;;;0;;12;2;;Primavera
1922;10;17;19,1;;;28;;;;;;10,2;;;;0;;12;2;;Primavera
1922;10;18;20,4;;;28,8;;;;;;12;;;;0;;12;2;;Primavera
1922;10;19;21,4;;;31;;;;;;11,8;;;;0;;12;2;;Primavera
1922;10;20;22,9;;;31,4;;;;;;14,4;;;;0;;12;2;;Primavera
1922;10;21;23,5;;;31;;;;;;16;;;;0,6;;0;2;;Primavera
1922;10;22;18,6;;;21,2;;;;;;16;;;;5,5;;0;2;;Primavera
1922;10;23;15,8;;;17,6;;;;;;14;;;;11;;0;2;;Primavera
1922;10;24;15;;;16;;;;;;14;;;;5;;0;2;;Primavera
1922;10;25;18;;;21,6;;;;;;14,4;;;;4;;0;2;;Primavera
1922;10;26;21,3;;;27;;;;;;15,6;;;;3,4;;0;2;;Primavera
1922;10;27;19;;;26,2;;;;;;11,8;;;;0;;4;2;;Primavera
1922;10;28;20,2;;;28,6;;;;;;11,8;;;;0;;4;2;;Primavera
1922;10;29;21,7;;;31,4;;;;;;12;;;;0;;4;2;;Primavera
1922;10;30;24,2;;;32;;;;;;16,4;;;;0;;4;2;;Primavera
1922;10;31;25,2;;;33,4;;;;;;17;;;;12;;0;2;;Primavera
1922;11;1;22,7;;;26,4;;;;;;19;;;;0;;4;2;;Primavera
1922;11;2;19,2;;;24;;;;;;14,4;;;;0;;4;2;;Primavera
1922;11;3;19,1;;;26,2;;;;;;12;;;;0;;4;2;;Primavera
1922;11;4;21;;;30,2;;;;;;11,8;;;;0;;4;2;;Primavera
1922;11;5;21,8;;;30;;;;;;13,6;;;;9;;0;2;;Primavera
1922;11;6;22,3;;;28,2;;;;;;16,4;;;;1,2;;0;2;;Primavera
1922;11;7;21,6;;;28,2;;;;;;15;;;;0;;3;2;;Primavera
1922;11;8;22,9;;;30,8;;;;;;15;;;;0;;3;2;;Primavera
1922;11;9;24,7;;;32,4;;;;;;17;;;;0;;3;2;;Primavera
1922;11;10;25,4;;;32;;;;;;18,8;;;;30;;0;2;;Primavera
1922;11;11;24,4;;;29,8;;;;;;19;;;;0;;4;2;;Primavera
1922;11;12;22,7;;;28,4;;;;;;17;;;;0;;4;2;;Primavera
1922;11;13;22,5;;;30;;;;;;15;;;;0;;4;2;;Primavera
1922;11;14;23,5;;;29;;;;;;18;;;;0;;4;2;;Primavera
1922;11;15;21;;;25,6;;;;;;16,4;;;;7,5;;0;2;;Primavera
1922;11;16;23,1;;;31,2;;;;;;15;;;;0;;2;2;;Primavera
1922;11;17;21,8;;;27,6;;;;;;16;;;;0;;2;2;;Primavera
1922;11;18;20,7;;;26;;;;;;15,4;;;;3,2;;0;2;;Primavera
1922;11;19;22,5;;;30;;;;;;15;;;;0;;1;2;;Primavera
1922;11;20;24,8;;;30,8;;;;;;18,8;;;;9;;0;2;;Primavera
1922;11;21;23,5;;;29;;;;;;18;;;;7,6;;0;2;;Primavera
1922;11;22;24,9;;;32;;;;;;17,8;;;;17;;0;2;;Primavera
1922;11;23;24;;;29;;;;;;19;;;;0;;5;2;;Primavera
1922;11;24;22;;;26,4;;;;;;17,6;;;;0;;5;2;;Primavera
1922;11;25;21,2;;;27,4;;;;;;15;;;;0;;5;2;;Primavera
1922;11;26;19,5;;;27;;;;;;12;;;;0;;5;2;;Primavera
1922;11;27;21;;;30;;;;;;12;;;;0;;5;2;;Primavera
1922;11;28;22,3;;;30;;;;;;14,6;;;;1,2;;0;2;;Primavera
1922;11;29;22,7;;;25,4;;;;;;20;;;;24;;0;2;;Primavera
1922;11;30;20;;;26;;;;;;14;;;;0;;5;2;;Primavera
1922;12;1;22;;;31;;;;;;13;;;;0;;5;2;;Primavera
1922;12;2;23,7;;;27,4;;;;;;20;;;;0;;5;2;;Primavera
1922;12;3;26;;;31;;;;;;21;;;;0;;5;2;;Primavera
1922;12;4;24,5;;;30;;;;;;19;;;;0;;5;2;;Primavera
1922;12;5;25;;;31;;;;;;19;;;;1;;0;2;;Primavera
1922;12;6;24;;;31;;;;;;17;;;;0;;2;2;;Primavera
1922;12;7;23,5;;;32;;;;;;15;;;;0;;2;2;;Primavera
1922;12;8;24,4;;;30,8;;;;;;18;;;;2,5;;0;2;;Primavera
1922;12;9;21,6;;;25,8;;;;;;17,4;;;;10;;0;2;;Primavera
1922;12;10;22,3;;;27,6;;;;;;17;;;;0;;2;2;;Primavera
1922;12;11;23;;;29,6;;;;;;16,5;;;;0;;2;2;;Primavera
1922;12;12;24;;;30,8;;;;;;17,2;;;;2,5;;0;2;;Primavera
1922;12;13;25,8;;;32,6;;;;;;19;;;;0;;1;2;;Primavera
