;;;(oC);(%);(m/s);(oC);;(%);;(m/s);;(oC);;(%);;(mm);(MJ/m2.d);;;;
ANO;MES;DIA;TMED;URMED;VentoMED;TMAX;TMAX_hora;URMAX;URMAX_hora;VentoMAX;VentoMAX_hora;TMIN;TMIN_hora;URMIN;URMIN_hora;Chuva;Rad.Glob.;Estiagem;Semestre;ElNino;Estacao
1994;10;23;26,1;78;6,3;31,8;;;;6,7;;20,4;;;;0;;1;2;-2;Primavera
1994;10;24;25,2;85;10,5;29;;;;14,2;;21,3;;;;9,9;;0;2;-2;Primavera
1994;10;25;25,6;78;7,8;31,9;;;;7,6;;19,2;;;;0;;1;2;-2;Primavera
1994;10;26;24,8;92;5,3;28,6;;;;6,9;;21;;;;24,5;;0;2;-2;Primavera
1994;10;27;24,3;90;7,5;28,4;;;;8,4;;20,2;;;;36,6;;0;2;-2;Primavera
1994;10;28;24,1;87;10;29,3;;;;12,4;;18,8;;;;19,1;;0;2;-2;Primavera
1994;10;29;21,5;75;25,5;23;;;;18;;20;;;;0;;1;2;-2;Primavera
1994;10;30;21,4;75;15,3;25,6;;;;13;;17,2;;;;0,3;;0;2;-2;Primavera
1994;10;31;24,5;73;7,1;31,4;;;;7,5;;17,6;;;;0,6;;0;2;-2;Primavera
1994;11;1;27,1;71;11,1;33,8;;;;12,5;;20,3;;;;5,3;;0;2;-2;Primavera
1994;11;2;26,9;71;7,7;32,6;;;;9;;21,2;;;;0;;2;2;-2;Primavera
1994;11;3;25,9;68;5,5;33,6;;;;7,5;;18,2;;;;0;;2;2;-2;Primavera
1994;11;4;28,2;65;11,1;37;;;;17,1;;19,4;;;;37,5;;0;2;-2;Primavera
1994;11;5;22,9;89;6,9;26,9;;;;6,7;;18,8;;;;0,2;;0;2;-2;Primavera
1994;11;6;26,8;80;9,1;33,2;;;;9,1;;20,4;;;;0,7;;0;2;-2;Primavera
1994;11;7;26,9;72;8,8;34,3;;;;9,1;;19,4;;;;0;;2;2;-2;Primavera
1994;11;8;27;65;6,9;35;;;;8,7;;19;;;;0;;2;2;-2;Primavera
1994;11;9;26,8;86;9,3;32,3;;;;15,7;;21,3;;;;4,2;;0;2;-2;Primavera
1994;11;10;25,7;63;10,1;32;;;;10,5;;19,4;;;;0;;2;2;-2;Primavera
1994;11;11;25,5;54;11,3;33,8;;;;9,9;;17,2;;;;0;;2;2;-2;Primavera
1994;11;12;27;67;8,5;35;;;;10,9;;18,9;;;;48,8;;0;2;-2;Primavera
1994;11;13;27,3;80;9,7;34,4;;;;17,2;;20,1;;;;23,1;;0;2;-2;Primavera
1994;11;14;25,1;80;8,8;30,7;;;;7,9;;19,5;;;;2;;0;2;-2;Primavera
1994;11;15;26,5;79;7,8;32,9;;;;12,3;;20,1;;;;21,6;;0;2;-2;Primavera
1994;11;16;26,6;77;6,4;32,8;;;;4;;20,3;;;;0;;1;2;-2;Primavera
1994;11;17;27,5;77;9,1;33,6;;;;11,1;;21,4;;;;8,3;;0;2;-2;Primavera
1994;11;18;23,3;96;10,3;25,2;;;;8;;21,4;;;;38,7;;0;2;-2;Primavera
1994;11;19;21,8;81;18,7;23,8;;;;12,8;;19,8;;;;0;;8;2;-2;Primavera
1994;11;20;19,4;73;19,3;24,4;;;;12,7;;14,3;;;;0;;8;2;-2;Primavera
1994;11;21;19,3;71;17,5;24,1;;;;12,6;;14,5;;;;0;;8;2;-2;Primavera
1994;11;22;20,3;69;19,7;25,2;;;;12;;15,4;;;;0;;8;2;-2;Primavera
1994;11;23;21,4;63;18,6;27,7;;;;12,3;;15,1;;;;0;;8;2;-2;Primavera
1994;11;24;21,7;68;12;28,6;;;;8,7;;14,7;;;;0;;8;2;-2;Primavera
1994;11;25;22,9;67;7,8;30,5;;;;5,7;;15,2;;;;0;;8;2;-2;Primavera
1994;11;26;24,7;66;8,1;31,2;;;;5,2;;18,2;;;;0;;8;2;-2;Primavera
1994;11;27;24;86;9,1;29,4;;;;13,9;;18,6;;;;7,2;;0;2;-2;Primavera
1994;11;28;22,5;93;8;26;;;;10,7;;19;;;;44;;0;2;-2;Primavera
1994;11;29;24,3;84;12,3;29,6;;;;14;;19;;;;7,6;;0;2;-2;Primavera
1994;11;30;24,5;73;9,5;31,4;;;;11,4;;17,5;;;;0;;5;2;-2;Primavera
1994;12;1;24,8;71;6,2;32,7;;;;7,7;;16,8;;;;0;;5;2;-2;Primavera
1994;12;2;26,2;76;7,7;31,9;;;;10,4;;20,5;;;;0;;5;2;-2;Primavera
1994;12;3;25,9;67;7;33,8;;;;5,7;;17,9;;;;0;;5;2;-2;Primavera
1994;12;4;26,7;67;9,8;33,8;;;;11,4;;19,6;;;;0;;5;2;-2;Primavera
1994;12;5;25,8;89;7,8;30,6;;;;18,3;;21;;;;17;;0;2;-2;Primavera
1994;12;6;24,7;91;4,8;28,6;;;;4,3;;20,8;;;;2,6;;0;2;-2;Primavera
1994;12;7;26,3;79;15;31;;;;11,5;;21,6;;;;0;;9;2;-2;Primavera
1994;12;8;23,8;72;14,9;29,5;;;;11,4;;18,1;;;;0;;9;2;-2;Primavera
1994;12;9;25;75;8;31,8;;;;8,2;;18,2;;;;0;;9;2;-2;Primavera
1994;12;10;25,8;77;6,3;32,3;;;;5,2;;19,2;;;;0;;9;2;-2;Primavera
1994;12;11;26,5;82;8,8;32;;;;16;;21;;;;0;;9;2;-2;Primavera
1994;12;12;25,7;84;7,8;32;;;;9,3;;19,3;;;;0;;9;2;-2;Primavera
1994;12;13;26,6;71;6,4;33,6;;;;8,5;;19,6;;;;0;;9;2;-2;Primavera
1994;12;14;27,8;73;9,9;34,6;;;;15,6;;21;;;;0;;9;2;-2;Primavera
1994;12;15;27,8;78;8,4;33,8;;;;12,1;;21,8;;;;0;;9;2;-2;Primavera
1994;12;16;27,2;79;6,2;33,4;;;;6,6;;21;;;;6,7;;0;2;-2;Primavera
1994;12;17;27,4;86;10,2;32,8;;;;13,2;;22;;;;36,4;;0;2;-2;Primavera
1994;12;18;25,3;93;11,3;29,2;;;;16,1;;21,3;;;;23;;0;2;-2;Primavera
1994;12;19;24,2;77;12,9;29;;;;11;;19,3;;;;0;;2;2;-2;Primavera
1994;12;20;24,5;72;8,5;31,4;;;;9,9;;17,6;;;;0;;2;2;-2;Primavera
1994;12;21;25,5;81;9,2;32,2;;;;10,2;;18,8;;;;65,4;;0;2;-2;Primavera
1994;12;22;23,3;95;6,8;27,1;;;;9;;19,5;;;;38,4;;0;2;-2;Verão
1994;12;23;25,5;84;7,9;30,4;;;;8,9;;20,6;;;;0;;3;2;-2;Verão
1994;12;24;24,6;74;8,5;31,2;;;;7,4;;17,9;;;;0;;3;2;-2;Verão
1994;12;25;26,1;75;5,2;33,8;;;;5,4;;18,4;;;;0;;3;2;-2;Verão
1994;12;26;26,3;89;6,1;32,6;;;;12,5;;20;;;;31,2;;0;2;-2;Verão
1994;12;27;25,8;91;6,8;31,3;;;;15,1;;20,3;;;;12,4;;0;2;-2;Verão
1994;12;28;26,1;75;7,8;31,7;;;;3,7;;20,4;;;;0,1;;0;2;-2;Verão
1994;12;29;26,1;72;8,4;32,4;;;;6;;19,7;;;;0,6;;0;2;-2;Verão
1994;12;30;26,4;82;7,3;31,5;;;;9,6;;21,2;;;;6,7;;0;2;-2;Verão
1994;12;31;25,3;90;9,6;29,8;;;;10,4;;20,8;;;;20,3;;0;2;-2;Verão
1995;1;1;25;94;7,4;29,4;;;;9,4;;20,6;;;;6,8;;0;1;-2;Verão
1995;1;2;24,5;97;4,8;27,9;;;;9,7;;21;;;;13;;0;1;-2;Verão
1995;1;3;24,9;94;5,9;28,3;;;;6,3;;21,5;;;;9,1;;0;1;-2;Verão
1995;1;4;24,4;96;6;27,7;;;;3,6;;21;;;;29,1;;0;1;-2;Verão
1995;1;5;26,2;90;6,7;30,8;;;;5,4;;21,5;;;;0,1;;0;1;-2;Verão
1995;1;6;27,5;77;8,2;32,8;;;;6,2;;22,2;;;;0;;1;1;-2;Verão
1995;1;7;27,9;80;9,7;33,4;;;;15;;22,4;;;;18,6;;0;1;-2;Verão
1995;1;8;25,6;84;7,7;31,4;;;;14,2;;19,8;;;;13,5;;0;1;-2;Verão
1995;1;9;25,9;83;9;32,2;;;;10;;19,5;;;;0;;1;1;-2;Verão
1995;1;10;27,6;76;9,3;33,6;;;;14;;21,5;;;;13,7;;0;1;-2;Verão
1995;1;11;25,6;87;6,1;32,1;;;;12,2;;19;;;;8,7;;0;1;-2;Verão
1995;1;12;26;85;6,7;32,3;;;;10,8;;19,6;;;;0;;2;1;-2;Verão
1995;1;13;27;81;4,9;33,6;;;;8,6;;20,4;;;;0;;2;1;-2;Verão
1995;1;14;27,3;82;6,7;34;;;;7;;20,6;;;;1;;0;1;-2;Verão
1995;1;15;26,9;77;4,6;33,8;;;;5,9;;20;;;;0,3;;0;1;-2;Verão
1995;1;16;28,5;69;6,9;35,4;;;;6,5;;21,5;;;;0;;1;1;-2;Verão
1995;1;17;27,3;80;8,1;33,4;;;;13,9;;21,2;;;;3,2;;0;1;-2;Verão
1995;1;18;27,8;80;6,1;33,9;;;;10,7;;21,6;;;;0;;1;1;-2;Verão
1995;1;19;27,7;85;5,8;33,8;;;;14,2;;21,5;;;;0,4;;0;1;-2;Verão
1995;1;20;27,9;79;5,7;34,8;;;;9,7;;21;;;;0,5;;0;1;-2;Verão
1995;1;21;25,9;86;7,1;31;;;;13,7;;20,8;;;;5;;0;1;-2;Verão
1995;1;22;24,4;86;5,7;29,7;;;;8,1;;19,1;;;;16,1;;0;1;-2;Verão
1995;1;23;24,3;78;9,4;30,7;;;;8,1;;17,9;;;;0;;4;1;-2;Verão
1995;1;24;25,5;73;5,5;32,7;;;;6,5;;18,3;;;;0;;4;1;-2;Verão
1995;1;25;26,7;73;5,8;34,1;;;;7;;19,3;;;;0;;4;1;-2;Verão
1995;1;26;27,9;73;7,3;34,9;;;;4,1;;20,8;;;;0;;4;1;-2;Verão
1995;1;27;27,4;85;7,7;32,6;;;;6,9;;22,2;;;;20,3;;0;1;-2;Verão
1995;1;28;24,9;95;7,7;29,4;;;;14,5;;20,4;;;;30,5;;0;1;-2;Verão
1995;1;29;25,9;87;9,2;30,7;;;;12,2;;21;;;;2,2;;0;1;-2;Verão
1995;1;30;24,6;95;4,8;29;;;;4;;20,1;;;;5;;0;1;-2;Verão
1995;1;31;24,6;93;6,7;29,1;;;;9,8;;20,1;;;;0,2;;0;1;-2;Verão
1995;2;1;26,4;89;6,5;30,7;;;;5,3;;22;;;;0;;1;1;-2;Verão
1995;2;2;26,1;93;5,9;30,6;;;;9,4;;21,6;;;;62,1;;0;1;-2;Verão
1995;2;3;23,3;96;7,6;25,4;;;;5,4;;21,2;;;;18,8;;0;1;-2;Verão
1995;2;4;22,2;99;8,3;23,8;;;;3,6;;20,6;;;;49,6;;0;1;-2;Verão
1995;2;5;22,4;97;4,8;24,6;;;;5,2;;20,1;;;;21;;0;1;-2;Verão
1995;2;6;23,3;98;11,5;23,4;;;;8;;23,2;;;;55,8;;0;1;-2;Verão
1995;2;7;20,6;97;11,9;22,8;;;;6,2;;18,4;;;;5,4;;0;1;-2;Verão
1995;2;8;21,2;97;10,3;24;;;;6;;18,4;;;;54,4;;0;1;-2;Verão
1995;2;9;23,9;95;9,7;27,9;;;;14,2;;19,8;;;;10,6;;0;1;-2;Verão
1995;2;10;25,1;84;7,8;31;;;;7,9;;19,2;;;;0;;2;1;-2;Verão
1995;2;11;25,2;90;3,9;31;;;;6,4;;19,4;;;;0;;2;1;-2;Verão
1995;2;12;25,5;89;7;31,5;;;;5;;19,4;;;;12,6;;0;1;-2;Verão
1995;2;13;24,7;98;4,8;29,9;;;;6,4;;19,4;;;;6,9;;0;1;-2;Verão
1995;2;14;24,2;95;6,6;28;;;;7,7;;20,4;;;;3,2;;0;1;-2;Verão
1995;2;15;25,5;86;7,7;31,4;;;;8,8;;19,6;;;;0;;1;1;-2;Verão
1995;2;16;25,7;85;7;32;;;;14,4;;19,4;;;;28,9;;0;1;-2;Verão
1995;2;17;25,7;90;4,6;31,8;;;;6,6;;19,6;;;;9,9;;0;1;-2;Verão
1995;2;18;24,8;95;6,3;29;;;;7;;20,6;;;;19,2;;0;1;-2;Verão
1995;2;19;22,6;96;8,8;24,5;;;;6,3;;20,6;;;;24,4;;0;1;-2;Verão
1995;2;20;24;99;5,8;28,6;;;;2;;19,4;;;;32,8;;0;1;-2;Verão
1995;2;21;24,7;87;4,9;30;;;;10,8;;19,4;;;;0;;8;1;-2;Verão
1995;2;22;26,5;77;5,7;33,9;;;;3,2;;19;;;;0;;8;1;-2;Verão
1995;2;23;27,2;71;6,2;34,6;;;;2;;19,8;;;;0;;8;1;-2;Verão
1995;2;24;27,5;73;4,3;35,6;;;;8,2;;19,4;;;;0;;8;1;-2;Verão
1995;2;25;27,6;72;5,1;35,2;;;;5;;20;;;;0;;8;1;-2;Verão
1995;2;26;28,3;74;7,1;35,5;;;;5,8;;21;;;;0;;8;1;-2;Verão
1995;2;27;28;72;6,2;36;;;;3,1;;20;;;;0;;8;1;-2;Verão
1995;2;28;27,5;76;6,7;35,5;;;;9,6;;19,4;;;;0;;8;1;-2;Verão
1995;3;1;27,5;79;6;35,5;;;;7,2;;19,4;;;;0;;2;1;-2;Verão
1995;3;2;27,5;81;5,8;35,4;;;;4,2;;19,6;;;;0;;2;1;-2;Verão
1995;3;3;26;79;7,8;33,4;;;;13,3;;18,6;;;;1,3;;0;1;-2;Verão
1995;3;4;25,6;84;8,4;33,2;;;;9,6;;18;;;;25;;0;1;-2;Verão
1995;3;5;26,1;89;6,8;32,4;;;;18;;19,8;;;;2,8;;0;1;-2;Verão
1995;3;6;25;85;5,7;31,6;;;;7,5;;18,4;;;;0;;3;1;-2;Verão
1995;3;7;25,6;77;5,8;32,4;;;;1;;18,8;;;;0;;3;1;-2;Verão
1995;3;8;27,1;78;7;34;;;;9,5;;20,2;;;;0;;3;1;-2;Verão
1995;3;9;26,2;91;6,7;32,4;;;;9,7;;20;;;;0,3;;0;1;-2;Verão
1995;3;10;24,4;89;9,5;28;;;;5,6;;20,8;;;;9,8;;0;1;-2;Verão
1995;3;11;24,3;82;8,9;31;;;;8,7;;17,6;;;;0;;2;1;-2;Verão
1995;3;12;24,4;80;8,7;30,7;;;;4,7;;18;;;;0;;2;1;-2;Verão
1995;3;13;20;96;7,5;22,8;;;;5,2;;17,2;;;;8,9;;0;1;-2;Verão
1995;3;14;22;85;7,4;27,1;;;;5,5;;16,8;;;;0;;1;1;-2;Verão
1995;3;15;21,4;88;4;26,2;;;;4;;16,6;;;;0,1;;0;1;-2;Verão
1995;3;16;22,1;76;6,8;29,6;;;;4,3;;14,6;;;;0;;3;1;-2;Verão
1995;3;17;23,4;71;5,6;31,2;;;;3,4;;15,6;;;;0;;3;1;-2;Verão
1995;3;18;24,4;69;5,6;32,8;;;;6,6;;15,9;;;;0;;3;1;-2;Verão
1995;3;19;25,2;84;4,8;31,6;;;;12,3;;18,8;;;;17;;0;1;-2;Verão
1995;3;20;25,4;84;6,7;30,7;;;;6,2;;20;;;;0;;3;1;-2;Verão
1995;3;21;24,9;85;7;29,4;;;;6;;20,3;;;;0;;3;1;-2;Outono
1995;3;22;24;87;4,7;27,8;;;;4,4;;20,1;;;;0;;3;1;-2;Outono
1995;3;23;24,7;79;6,5;32,1;;;;18;;17,3;;;;27,3;;0;1;-2;Outono
1995;3;24;23,1;95;9,3;27,1;;;;6,2;;19;;;;9,5;;0;1;-2;Outono
1995;3;25;22,7;82;15,3;25,4;;;;8,1;;20;;;;0;;4;1;-2;Outono
1995;3;26;23,9;77;12;29,7;;;;5,6;;18;;;;0;;4;1;-2;Outono
1995;3;27;24,1;81;8,6;30;;;;5,4;;18,1;;;;0;;4;1;-2;Outono
1995;3;28;23,7;77;6,8;31,2;;;;4,5;;16,1;;;;0;;4;1;-2;Outono
1995;3;29;25,7;86;9,3;32,4;;;;11;;18,9;;;;17;;0;1;-2;Outono
1995;3;30;24,7;94;6,2;29,4;;;;15;;20;;;;25,7;;0;1;-2;Outono
1995;3;31;23,8;97;7,5;27,2;;;;17,2;;20,4;;;;49,9;;0;1;-2;Outono
1995;4;1;23,4;92;12,4;27,5;;;;8,7;;19,2;;;;15,6;;0;1;-2;Outono
1995;4;2;23,5;74;7,3;28;;;;5;;19;;;;0;;7;1;-2;Outono
1995;4;3;20,7;75;9,1;28,4;;;;5,7;;12,9;;;;0;;7;1;-2;Outono
1995;4;4;22,8;77;9,5;29,4;;;;7,2;;16,1;;;;0;;7;1;-2;Outono
1995;4;5;23,4;76;5,9;30,6;;;;7,2;;16,1;;;;0;;7;1;-2;Outono
1995;4;6;23,7;81;4,1;30,4;;;;2;;16,9;;;;0;;7;1;-2;Outono
1995;4;7;25,4;81;4,6;31,5;;;;5,8;;19,2;;;;0;;7;1;-2;Outono
1995;4;8;24,2;88;5;30,9;;;;4,4;;17,4;;;;0;;7;1;-2;Outono
1995;4;9;24,9;89;7,8;31,2;;;;10,7;;18,6;;;;8;;0;1;-2;Outono
1995;4;10;24,9;90;6,8;31,4;;;;5,7;;18,3;;;;0,2;;0;1;-2;Outono
1995;4;11;25,1;84;9,1;31,2;;;;7,8;;19;;;;7,7;;0;1;-2;Outono
1995;4;12;22,3;76;8,4;25,8;;;;7,6;;18,8;;;;0;;7;1;-2;Outono
1995;4;13;18,2;77;11,3;26;;;;9,7;;10,4;;;;0;;7;1;-2;Outono
1995;4;14;20,3;74;10,3;27,2;;;;9,9;;13,4;;;;0;;7;1;-2;Outono
1995;4;15;20,3;77;5,4;28,8;;;;4,8;;11,8;;;;0;;7;1;-2;Outono
1995;4;16;21;78;5,7;29,2;;;;3,9;;12,8;;;;0;;7;1;-2;Outono
1995;4;17;21,9;77;5;29,8;;;;4,1;;14;;;;0;;7;1;-2;Outono
1995;4;18;22,9;77;4,3;30;;;;3,6;;15,8;;;;0;;7;1;-2;Outono
1995;4;19;25,7;75;5,8;32,5;;;;5,4;;18,8;;;;7,4;;0;1;-2;Outono
1995;4;20;23,9;99;2,4;27,8;;;;5;;20;;;;46,8;;0;1;-2;Outono
1995;4;21;22,1;90;7,5;26,2;;;;3,6;;18;;;;0;;14;1;-2;Outono
1995;4;22;20,9;87;4,4;27;;;;1;;14,8;;;;0;;14;1;-2;Outono
1995;4;23;21,5;80;6,1;28;;;;5;;15;;;;0;;14;1;-2;Outono
1995;4;24;20,9;76;4,8;28,5;;;;2;;13,2;;;;0;;14;1;-2;Outono
1995;4;25;21,8;82;6,8;29,8;;;;4,9;;13,7;;;;0;;14;1;-2;Outono
1995;4;26;21,8;85;4,5;30,1;;;;4;;13,5;;;;0;;14;1;-2;Outono
1995;4;27;22,3;84;7,2;28,1;;;;7;;16,4;;;;0;;14;1;-2;Outono
1995;4;28;22,5;84;4,3;29,7;;;;1;;15,2;;;;0;;14;1;-2;Outono
1995;4;29;22,8;80;7,2;30;;;;3,6;;15,5;;;;0;;14;1;-2;Outono
1995;4;30;23,3;76;4,8;31,4;;;;1;;15,1;;;;0;;14;1;-2;Outono
1995;5;1;23,8;76;5,3;32;;;;3;;15,5;;;;0;;14;1;-2;Outono
1995;5;2;22,8;78;7,3;30,1;;;;4,6;;15,5;;;;0;;14;1;-2;Outono
1995;5;3;22,1;83;6,2;28;;;;4,2;;16,1;;;;0;;14;1;-2;Outono
1995;5;4;21,5;80;5,8;29,6;;;;1;;13,3;;;;0;;14;1;-2;Outono
1995;5;5;21,9;81;5;29,5;;;;1;;14,2;;;;0,4;;0;1;-2;Outono
1995;5;6;21,3;97;5,8;23,3;;;;1;;19,2;;;;7,5;;0;1;-2;Outono
1995;5;7;22;96;5;24;;;;1;;19,9;;;;0,5;;0;1;-2;Outono
1995;5;8;21,6;88;3,8;26,7;;;;2;;16,4;;;;0;;1;1;-2;Outono
1995;5;9;21,8;86;4,7;27,7;;;;13,2;;15,8;;;;5,3;;0;1;-2;Outono
1995;5;10;18,1;98;6,7;18,7;;;;7,2;;17,5;;;;15,2;;0;1;-2;Outono
1995;5;11;17,9;90;4,4;23,3;;;;1,5;;12,5;;;;0;;5;1;-2;Outono
1995;5;12;19,9;85;3,2;26,9;;;;1;;12,8;;;;0;;5;1;-2;Outono
1995;5;13;21,1;82;5,3;29;;;;3,1;;13,1;;;;0;;5;1;-2;Outono
1995;5;14;21,6;83;4,9;29,4;;;;1;;13,7;;;;0;;5;1;-2;Outono
1995;5;15;22,1;83;5,7;29,5;;;;1;;14,6;;;;0;;5;1;-2;Outono
1995;5;16;22,5;91;6,2;29,3;;;;11,3;;15,6;;;;30,6;;0;1;-2;Outono
1995;5;17;23,1;85;4,3;29,3;;;;3,5;;16,9;;;;0;;1;1;-2;Outono
1995;5;18;19,7;90;10,6;22,7;;;;7,7;;16,7;;;;4,5;;0;1;-2;Outono
1995;5;19;17;79;7,7;22;;;;3,2;;11,9;;;;0;;1;1;-2;Outono
1995;5;20;15,2;79;5,1;22,2;;;;2;;8,1;;;;0,2;;0;1;-2;Outono
1995;5;21;16,2;83;4,3;22,3;;;;1;;10;;;;0;;27;1;-2;Outono
1995;5;22;16,4;82;4,4;23,8;;;;1;;8,9;;;;0;;27;1;-2;Outono
1995;5;23;17,6;88;5,8;25,1;;;;4,2;;10;;;;0;;27;1;-2;Outono
1995;5;24;18,9;85;4,8;25,7;;;;1;;12;;;;0;;27;1;-2;Outono
1995;5;25;19,3;84;9;25,2;;;;9;;13,4;;;;0;;27;1;-2;Outono
1995;5;26;17,9;81;14,4;22,4;;;;6;;13,4;;;;0;;27;1;-2;Outono
1995;5;27;19,5;83;4,1;26,2;;;;4,6;;12,7;;;;0;;27;1;-2;Outono
1995;5;28;19,6;80;3,8;27,4;;;;2,5;;11,8;;;;0;;27;1;-2;Outono
1995;5;29;18,8;86;6;25;;;;3,2;;12,5;;;;0;;27;1;-2;Outono
1995;5;30;18,1;78;6,8;24;;;;6,2;;12,1;;;;0;;27;1;-2;Outono
1995;5;31;16,2;81;6,1;23,7;;;;3,6;;8,7;;;;0;;27;1;-2;Outono
1995;6;1;17,5;78;8,1;26;;;;6;;9;;;;0;;27;1;-2;Outono
1995;6;2;18,6;73;6,9;26,8;;;;4,7;;10,3;;;;0;;27;1;-2;Outono
1995;6;3;18,3;82;5,8;25,2;;;;4,5;;11,4;;;;0;;27;1;-2;Outono
1995;6;4;17,5;75;6,4;25,4;;;;2,2;;9,6;;;;0;;27;1;-2;Outono
1995;6;5;16,3;75;7,7;26,2;;;;3;;6,4;;;;0;;27;1;-2;Outono
1995;6;6;18;74;8,2;27;;;;5,2;;8,9;;;;0;;27;1;-2;Outono
1995;6;7;19,4;75;7,9;28;;;;4,5;;10,8;;;;0;;27;1;-2;Outono
1995;6;8;18,8;77;11,3;27,6;;;;5,4;;9,9;;;;0;;27;1;-2;Outono
1995;6;9;19,7;73;7,3;28,2;;;;3,7;;11,2;;;;0;;27;1;-2;Outono
1995;6;10;18,4;68;8,6;27,6;;;;3,7;;9,2;;;;0;;27;1;-2;Outono
1995;6;11;19,5;73;6,5;28,4;;;;4,2;;10,6;;;;0;;27;1;-2;Outono
1995;6;12;19,1;82;5,8;27,6;;;;1;;10,6;;;;0;;27;1;-2;Outono
1995;6;13;18,6;78;7,6;27,6;;;;3,9;;9,6;;;;0;;27;1;-2;Outono
1995;6;14;19,1;77;7,8;27,5;;;;1;;10,6;;;;0;;27;1;-2;Outono
1995;6;15;19,1;73;7,6;28,1;;;;3;;10,1;;;;0;;27;1;-2;Outono
1995;6;16;21,6;68;7,9;28,5;;;;5;;14,7;;;;0;;27;1;-2;Outono
1995;6;17;18,8;92;7;24,6;;;;11,2;;12,9;;;;2,7;;0;1;-2;Outono
1995;6;18;18,8;98;4,9;21,6;;;;4,3;;16;;;;10,2;;0;1;-2;Outono
1995;6;19;17,3;88;10,1;21,4;;;;4,7;;13,2;;;;0;;6;1;-2;Outono
1995;6;20;16,5;83;9;22,6;;;;6;;10,4;;;;0;;6;1;-2;Outono
1995;6;21;15,9;87;4,8;22,8;;;;2,2;;9;;;;0;;6;1;-2;Inverno
1995;6;22;19,1;83;6,6;27;;;;2;;11,2;;;;0;;6;1;-2;Inverno
1995;6;23;19,6;80;7,4;28;;;;3,4;;11,1;;;;0;;6;1;-2;Inverno
1995;6;24;19,7;70;11,7;27,4;;;;4,3;;12;;;;0;;6;1;-2;Inverno
1995;6;25;18,1;97;5,7;18,8;;;;22,6;;17,3;;;;10,6;;0;1;-2;Inverno
1995;6;26;19,4;88;3;24,8;;;;3,2;;14;;;;0;;11;1;-2;Inverno
1995;6;27;20,7;81;6,6;29,2;;;;1;;12,1;;;;0;;11;1;-2;Inverno
1995;6;28;21,1;73;8,1;29,8;;;;4,8;;12,4;;;;0;;11;1;-2;Inverno
1995;6;29;18,5;86;10,7;21,9;;;;3,9;;15,1;;;;0;;11;1;-2;Inverno
1995;6;30;17,3;87;9,9;23,1;;;;4;;11,4;;;;0;;11;1;-2;Inverno
1995;7;1;18,6;78;7,1;26,8;;;;1;;10,4;;;;0;;11;2;2;Inverno
1995;7;2;19,8;77;6,7;28,5;;;;3,1;;11;;;;0;;11;2;2;Inverno
1995;7;3;20,7;77;5,7;28,4;;;;3,4;;13;;;;0;;11;2;2;Inverno
1995;7;4;19,8;81;8,8;26,3;;;;4,8;;13,3;;;;0;;11;2;2;Inverno
1995;7;5;19,9;72;9,3;28,3;;;;5;;11,5;;;;0;;11;2;2;Inverno
1995;7;6;22,3;66;11;29;;;;9,7;;15,6;;;;0;;11;2;2;Inverno
1995;7;7;22,7;70;7,3;29,5;;;;10;;15,9;;;;0,5;;0;2;2;Inverno
1995;7;8;15,3;98;7;16,7;;;;4;;13,8;;;;7,2;;0;2;2;Inverno
1995;7;9;16,1;90;4,5;17,4;;;;2;;14,7;;;;44,1;;0;2;2;Inverno
1995;7;10;19;93;5,5;22,7;;;;1;;15,2;;;;1;;0;2;2;Inverno
1995;7;11;17,6;86;5,1;25,2;;;;1;;10;;;;0;;9;2;2;Inverno
1995;7;12;18,7;77;7;27,1;;;;2,5;;10,2;;;;0;;9;2;2;Inverno
1995;7;13;19,9;77;7,5;28,7;;;;1;;11,1;;;;0;;9;2;2;Inverno
1995;7;14;20,5;74;6,3;29;;;;2;;12;;;;0;;9;2;2;Inverno
1995;7;15;21,6;81;6,1;28,2;;;;1;;15;;;;0;;9;2;2;Inverno
1995;7;16;23,2;80;5,8;28,8;;;;1;;17,6;;;;0;;9;2;2;Inverno
1995;7;17;21,9;74;6;29,3;;;;4,2;;14,4;;;;0;;9;2;2;Inverno
1995;7;18;20,4;72;8,3;26,7;;;;5,1;;14,1;;;;0;;9;2;2;Inverno
1995;7;19;20;62;10,1;28;;;;12;;12;;;;0;;9;2;2;Inverno
1995;7;20;19,2;82;9,3;20,4;;;;12,7;;17,9;;;;0,4;;0;2;2;Inverno
1995;7;21;16,2;95;8,7;21,2;;;;7,2;;11,2;;;;5,9;;0;2;2;Inverno
1995;7;22;15,6;92;5,3;20,2;;;;2;;11;;;;0;;13;2;2;Inverno
1995;7;23;16,4;82;5,1;25,1;;;;1;;7,7;;;;0;;13;2;2;Inverno
1995;7;24;19,5;72;6,8;29,3;;;;2,5;;9,7;;;;0;;13;2;2;Inverno
1995;7;25;20,4;72;7,3;29,6;;;;1;;11,1;;;;0;;13;2;2;Inverno
1995;7;26;21;71;7,4;29,4;;;;3,8;;12,6;;;;0;;13;2;2;Inverno
1995;7;27;20,8;72;7,8;29,5;;;;6,6;;12;;;;0;;13;2;2;Inverno
1995;7;28;22,4;63;9,1;29,7;;;;7,1;;15,1;;;;0;;13;2;2;Inverno
1995;7;29;22,9;67;8;31;;;;2,5;;14,8;;;;0;;13;2;2;Inverno
