date,plot,species,si.offset.e,si.offset.n,tree.easting,tree.northing,sensor.est.e,sensor.est.n,dbh,height,cbh,rad.in,rad.out,distance,bearing,east.center,north.center,tag
2013-10-03,PLT0009,tsugca,101.052002,379.631012,731693.952,4713601.531,731690.8004,4713598.031,41.4,24.2,10.4,5.61,1.09,4.71,42,-3.151605156,-3.500212128,61630
2013-10-03,PLT0009,tsugca,101.8079987,379.3299866,731694.708,4713601.23,731690.2989,4713598.027,33.5,21.1,9.8,2.35,1.63,5.45,54,-4.409142619,-3.203429625,61632
2013-10-03,PLT0009,tsugca,106.8059998,373.9219971,731699.706,4713595.822,731691.4141,4713597.736,52.7,22.4,10.4,7.44,4.44,8.51,103,-8.291889251,1.914333472,61638
2013-10-03,PLT0009,querru,102.9820023,368.4159851,731695.882,4713590.316,731691.4896,4713598.24,55.7,18.3,10.8,5.93,2.09,9.06,151,-4.392375159,7.924054547,61615
2013-10-03,PLT0009,tsugca,99.31089783,370.427002,731692.2109,4713592.327,731691.3652,4713597.123,68.6,20.3,8,5.83,5.22,4.87,170,-0.845666625,4.796013757,51777
2013-10-03,PLT0009,pinust,96.3588028,373.9519958,731689.2588,4713595.852,731690.3788,4713597.792,32.5,22.2,13.4,3.02,2.36,2.24,210,1.12,1.939896904,51776
2013-10-03,PLT0009,acerru,94.55619812,372.644989,731687.4562,4713594.545,731690.7652,4713597.74,28.9,19.7,11.3,1.54,4.6,4.6,226,3.308963082,3.195428504,51782
2013-10-03,PLT0009,tsugca,93.18240356,375.4750061,731686.0824,4713597.375,731690.3063,4713597.745,33.5,22.7,7.3,3.01,3.65,4.24,265,4.22386552,0.369540349,51771
2013-10-03,PLT0009,betual,NA,NA,731592.9,4713221.9,731596.3482,4713218.795,25.8,16.5,9.5,2.01,4.53,4.64,312,3.44819199,-3.104766014,51773
2013-10-03,PLT0029,tsugca,17.44029999,464.5880127,731610.3403,4713686.488,731609.0076,4713686.348,11.2,7.1,1.7,2.24,3.07,1.34,84,-1.33265934,-0.140068141,12646
2013-10-03,PLT0029,querru,19.67300034,461.2319946,731612.573,4713683.132,731609.0206,4713687.679,56.1,19.6,9.8,3.57,6.46,5.77,142,-3.552366713,4.546822048,12645
2013-10-03,PLT0029,betule,17.11009979,465.4349976,731610.0101,4713687.335,731609.5156,4713688.623,6.7,7.8,5.2,5.2,1.32,1.38,159,-0.49454777,1.288340989,12643
2013-10-03,PLT0029,pinust,17.01619911,464.0859985,731609.9162,4713685.986,731609.0262,4713683.247,55.3,26.4,14.5,5.4,2.55,2.88,18,-0.889968944,-2.739042767,12647
2013-10-03,PLT0029,tsugca,16.13570023,465.571991,731609.0357,4713687.472,731614.0613,4713694.389,11,8,1.8,3.53,1.07,8.55,216,5.025563907,6.917095302,12652
2013-10-03,PLT0029,querru,6.929860115,464.8630066,731599.8299,4713686.763,731608.3832,4713688.118,52.3,22.3,10.9,4.04,5.15,8.66,261,8.55338103,1.354722467,12556
2013-10-03,PLT0029,kalmla,14.22469997,468.0759888,731607.1247,4713689.976,731607.8347,4713688.453,4.5,3.6,3.2,-0.22,0.77,1.68,335,0.70999868,-1.522597082,12628
2013-10-03,PLT0029,acerru,18.36319923,468.0679932,731611.2632,4713689.968,731607.9041,4713688.256,14.8,17.3,12.6,2.87,2.62,3.77,63,-3.359094596,-1.711544184,12637
2013-10-03,PLT0029,acerru,24.19919968,466.1170044,731617.0992,4713688.017,731609.8592,4713688.017,29.9,22.7,12.6,2.42,1.94,7.24,90,-7.24,-1.33E-15,22409
2013-10-03,PLT0023,tsugca,27.51510048,293.8840027,731620.4151,4713515.784,731619.7071,4713517.536,29.8,13.8,6.7,3.47,3.71,1.89,158,-0.708006462,1.752377485,21134
2013-10-03,PLT0023,tsugca,21.43110085,283.696991,731614.3311,4713505.597,731621.198,4713515.778,51.5,26.8,8,2.93,4.7,12.28,214,6.866888855,10.18058139,21117
2013-10-03,PLT0023,tsugca,19.41040039,289.6520081,731612.3104,4713511.552,731620.6896,4713516.007,49.4,24.6,8.9,3.6,3.86,9.49,242,8.379172656,4.455285131,11034
2013-10-03,PLT0023,pinust,23.38710022,292.7189941,731616.2871,4713514.619,731620.5151,4713516.327,45,28.3,16.4,3.27,2.4,4.56,248,4.227958377,1.708206066,21135
2013-10-03,PLT0023,querru,17.94409943,291.7600098,731610.8441,4713513.66,731620.5781,4713515.907,47,22.1,11.6,4.9,7.76,9.99,257,9.733956947,2.247261033,11024
2013-10-03,PLT0023,tsugca,22.80529976,300.4970093,731615.7053,4713522.397,731620.4115,4713516.152,48.3,24.7,11.1,5.27,3.92,7.82,323,4.706193481,-6.245329689,21171
2013-10-03,PLT0023,piceru,28.15010071,299.1919861,731621.0501,4713521.092,731620.1593,4713516.04,29.5,23,14,1.26,1.12,5.13,10,-0.890815151,-5.052063773,21130
2013-10-03,PLT0023,tsugca,29.42880058,304.2720032,731622.3288,4713526.172,731620.0896,4713515.637,64.5,27.8,14,5.98,2.73,10.77,12,-2.23920891,-10.53464966,21161
2013-10-03,PLT0023,tsugca,35.06510162,296.4630127,731627.9651,4713518.363,731620.0128,4713516.673,48.7,26.3,13.8,2.59,5.29,8.13,78,-7.952339994,-1.690322046,21137
2013-10-03,PLT0023,tsugca,36.27740097,294.5029907,731629.1774,4713516.403,731620.979,4713517.41,36.2,10.7,NA,NA,NA,8.26,97,-8.198431213,1.006640777,21138
2013-10-03,PLT0023,tsugca,28.61510086,294.5119934,731621.5151,4713516.412,731619.7051,4713517.374,40.1,21.6,10.2,5.46,3.24,2.05,118,-1.810042565,0.962416704,21133
2013-10-03,PLT0023,pinust,30.36020088,289.1619873,731623.2602,4713511.062,731620.3502,4713515.905,67.4,29.9,14.3,3.21,11.57,5.65,149,-2.909965123,4.842995249,21144
2013-10-04,PLT0014,fraxam,676.0089722,273.2929993,732268.909,4713495.193,732267.519,4713495.193,41.5,26.5,17.6,4.26,3.89,1.39,90,-1.39,-2.55E-16,341299
2013-10-04,PLT0014,tsugca,679.3270264,271.0390015,732272.227,4713492.939,732266.594,4713494.554,45.5,25.4,5.5,4.28,3.43,5.86,106,-5.632993538,1.615234905,341296
2013-10-04,PLT0014,tsugca,670.2360229,266.1199951,732263.136,4713488.02,732265.0558,4713492.332,53.6,19.5,3.7,6.3,3.83,4.72,204,1.919796955,4.31193456,341302
2013-10-04,PLT0014,tsugca,671.8540039,271.1719971,732264.754,4713493.072,732265.3154,4713494.006,9,8.4,3.9,1.64,1.67,1.09,211,0.561391502,0.934312358,341301
2013-10-04,PLT0014,tsugca,669.0159912,272.8659973,732261.916,4713494.766,732266.3274,4713493.828,42.1,13.1,3.3,4.61,5.38,4.51,282,4.411445679,-0.937681726,341284
2013-10-04,PLT0014,tsugca,671.6459961,273.5400085,732264.546,4713495.44,732265.7638,4713494.087,8.8,1.6,NA,NA,NA,1.82,318,1.217817704,-1.352523582,341285
2013-10-04,PLT0014,acerru,672.0009766,274.4060059,732264.901,4713496.306,732265.9472,4713494.866,36.4,19.6,8.7,3.85,4.38,1.78,324,1.046257749,-1.44005025,341286
2013-10-04,PLT0014,acerru,672.0540161,273.8930054,732264.954,4713495.793,732266.447,4713493.738,26.4,19,9.6,-2.45,7.75,2.54,324,1.492974541,-2.054903166,341287
2013-10-04,PLT0014,tsugca,671.7399902,277.2380066,732264.64,4713499.138,732265.4384,4713495.382,28.4,18.1,8,5.78,4.98,3.84,348,0.798380893,-3.756086787,341289
2013-10-04,PLT0014,betual,676.9459839,275.3280029,732269.846,4713497.228,732265.9452,4713495.066,25.4,19.2,12.1,4.71,4.47,4.46,61,-3.900803894,-2.162250906,341293
2013-10-04,PLT0014,betual,676.7050171,274.6279907,732269.605,4713496.528,732265.9697,4713494.676,19.8,3,NA,NA,NA,4.08,63,-3.635306619,-1.852281239,341294
2013-10-04,PLT0014,tsugca,676.0380249,273.7489929,732268.938,4713495.649,732266.7628,4713494.814,17.9,15.7,8.2,3.26,1.68,2.33,69,-2.175242394,-0.834997322,341300
2013-10-04,PLT0014,fraxam,676.0089722,273.2929993,732268.909,4713495.193,732266.8304,4713494.975,37.5,35.5,17.4,4.94,3.63,2.09,84,-2.078550761,-0.218464488,341298
2013-10-04,PLT0014,tsugca,681.6619873,274.2520142,732274.562,4713496.152,732265.8073,4713495.846,52.3,25,7.3,2.24,5.07,8.76,88,-8.754663645,-0.305719591,351298
2013-10-04,PLT0048,tsugca,637.7219849,279.4110107,732230.622,4713501.311,732229.2798,4713499.593,10.9,5.8,NA,NA,NA,2.18,38,-1.342142016,-1.717863443,321660
2013-10-04,PLT0048,betual,640.4940186,279.7539978,732233.394,4713501.654,732230.1356,4713499.199,24.5,19.8,9.2,4.7,2.96,4.08,53,-3.258432881,-2.455405294,331544
2013-10-04,PLT0048,acerru,641.1309814,272.5270081,732234.031,4713494.427,732229.7282,4713498.301,38.2,22.7,12.2,3.51,5.44,5.79,132,-4.30280854,3.874266211,331535
2013-10-04,PLT0048,acerru,639.4450073,271.875,732232.345,4713493.775,732230.8308,4713498.435,31,8.3,NA,NA,NA,4.9,162,-1.514183272,4.66017693,321670
2013-10-04,PLT0048,querru,635.6170044,270.6229858,732228.517,4713492.523,732230.3307,4713498.848,39.9,23.3,11.4,3.57,3.46,6.58,196,1.813693801,6.325101959,321676
2013-10-04,PLT0048,tsugca,635.2069702,276.5360107,732228.107,4713498.436,732230.5071,4713498.816,18.6,12,3.3,2.7,1.84,2.43,261,2.400082668,0.38013575,321658
2013-10-04,PLT0022,tsugca,661.3330078,351.6289978,732254.233,4713573.529,732254.4987,4713572.022,32.5,17.9,8.8,3.03,0.51,1.53,350,0.265681712,-1.506755862,341626
2013-10-04,PLT0022,tsugca,661.9550171,353.1059875,732254.855,4713575.006,732252.3884,4713572.936,33.6,23.6,14.4,1.85,1.75,3.22,50,-2.466663107,-2.069776103,341628
2013-10-04,PLT0022,tsugca,663.0440063,355.9530029,732255.944,4713577.853,732254.2753,4713572.717,46,25.9,9.9,2.59,3.53,5.4,18,-1.66869177,-5.135705188,341629
2013-10-04,PLT0022,tsugca,663.7139893,351.8240051,732256.614,4713573.724,732254.9337,4713571.649,32.1,21,9.6,2.15,1.28,2.67,39,-1.680285444,-2.074979717,341640
2013-10-04,PLT0022,acerru,663.8519897,350.4330139,732256.752,4713572.333,732254.4875,4713571.372,28,19.9,14.4,1.11,0.49,2.46,67,-2.264441939,-0.961198576,341638
2013-10-04,PLT0022,pinust,668.0109863,349.6950073,732260.911,4713571.595,732255.3418,4713571.692,41.4,22.6,14,1.16,2.63,5.57,91,-5.569151662,0.097209904,341614
2013-10-04,PLT0022,tsugca,663.2880249,347.5960083,732256.188,4713569.496,732254.5285,4713573.223,27.7,16,5.9,1.68,2.06,4.08,156,-1.659485504,3.727265467,341612
2013-10-04,PLT0022,tsugca,662.375,348.2529907,732255.275,4713570.153,732254.0467,4713572.912,9.8,2.7,NA,NA,NA,3.02,156,-1.228344662,2.758907282,341609
2013-10-04,PLT0022,tsugca,661.4379883,347.427002,732254.338,4713569.327,732254.0234,4713572.923,20.7,10.1,4.9,1.75,1.69,3.61,175,-0.314632231,3.59626286,341604
2013-10-04,PLT0022,querru,660.5200195,347.553009,732253.42,4713569.453,732254.344,4713572.901,18.8,16.4,9.7,-0.33,2.87,3.57,195,0.923983991,3.4483552,341607
2013-10-04,PLT0022,querru,661.1970215,349.7770081,732254.097,4713571.677,732255.1832,4713572.495,15,17,8,1.09,5.4,1.36,233,1.086144294,0.818468431,341608
2013-10-04,PLT0022,tsugca,660.0830078,352.6220093,732252.983,4713574.522,732254.7544,4713572.484,30.5,19.3,9.8,0.54,2.73,2.7,319,1.771359378,-2.037715867,341627
2013-10-04,PLT0030,betual,680.6740112,458.0090027,732273.574,4713679.909,732272.696,4713682.196,22,15.7,8.5,2.08,3.34,2.45,159,-0.878001476,2.287272045,352251
2013-10-04,PLT0030,betual,680.0880127,458.7399902,732272.988,4713680.64,732272.7862,4713682.076,11.3,7.7,6.9,0,0,1.45,172,-0.201800996,1.4358887,352253
2013-10-04,PLT0030,pinust,675.2349854,454.5190125,732268.135,4713676.419,732271.265,4713682.836,38.3,22.7,15.4,2.43,1.66,7.14,206,3.129969988,6.417389491,342292
2013-10-04,PLT0030,pinust,675.7089844,454.5979919,732268.609,4713676.498,732274.4386,4713681.39,48.8,20.8,13.9,1.19,3.98,7.61,230,5.829598212,4.89161371,342291
2013-10-04,PLT0030,tsugca,678.0219727,458.4240112,732270.922,4713680.324,732273.1046,4713680.828,10.3,7.3,2.1,2.2,1.92,2.24,257,2.182588945,0.503890362,342287
2013-10-04,PLT0030,pinust,676.0529785,457.8359985,732268.953,4713679.736,732273.7522,4713679.652,22,16.8,10.4,0.35,1.48,4.8,271,4.799268937,-0.083771551,342286
2013-10-04,PLT0030,pinust,674.4329834,461.1549988,732267.333,4713683.055,732272.2113,4713680.883,26.3,16.6,9.6,1.52,2.48,5.34,294,4.878332744,-2.171973674,342475
2013-10-04,PLT0030,querru,677.0189819,462.9039917,732269.919,4713684.804,732272.0551,4713680.787,15.9,15.6,11.9,0.94,2.63,4.55,332,2.136095611,-4.017411548,342471
2013-10-04,PLT0030,betule,677.8339844,465.0109863,732270.734,4713686.911,732272.6634,4713683.124,18.9,15.9,11.1,3.5,2.13,4.25,333,1.929459624,-3.786777728,342466
2013-10-04,PLT0030,acerru,680.9979858,459.6239929,732273.898,4713681.524,732272.8404,4713681.788,7,9.3,4.1,1.98,2.43,1.09,104,-1.057622342,0.263694866,352254
2013-10-04,PLT0037,acerru,NA,NA,731592.9,4713221.9,731592.3718,4713223.207,13.3,18.3,7.4,1.33,3.02,1.41,158,-0.528195297,1.307329235,282391
2013-10-04,PLT0037,querru,550.0949707,477.3519897,732142.995,4713699.252,732145.0898,4713706.558,40.3,23.3,12,4.82,4.8,7.6,196,2.094843904,7.305588889,282199
2013-10-04,PLT0037,acerru,550.4940186,481.0509949,732143.394,4713702.951,732146.9427,4713705.083,24,5,NA,NA,NA,4.14,239,3.548672625,2.13225763,282367
2013-10-04,PLT0037,acerru,550.5679932,485.6040039,732143.468,4713707.504,732145.9019,4713705.983,14.5,17.9,8.9,2.3,3.14,2.87,302,2.433898036,-1.520868288,282371
2013-10-04,PLT0037,tsugca,548.5789795,492.3770142,732141.479,4713714.277,732139.9785,4713715.831,11,8.4,3.2,2.73,2.39,2.16,136,-1.50046208,1.553773969,282340
